web-scraper-order,web-scraper-start-url,Overall rating,Cuisine,Food rating,Service rating,Value rating,Atmosphere rating,Price range,Review titles,Review text,Awards,Five stars,Four stars,Three stars,Two stars,One star,Number of reviews,Restaurant
1587880939-39743,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d12267006-Reviews-Satsuki-New_York_City_New_York.html,4.5,Japanese,50,50,40,null,$$$$,,"Seating in the sushi bar right in front of master sushi Chef Toshio Suzuki and watching him prepare delicate pieces of Sashimi/sushi/temaki is an incredible experience. Fish quality and freshness was outstanding, rice cooked to perfection and the herbs/salts plus presentation made my dinner a true gourmet experience. It’s been a while since a tried a place like this in NYC. Prices are reasonably for the omakase when compare to other top sushi places in the city.",null,9,0,1,0,0,13 reviews,Satsuki
1587880939-39744,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d12267006-Reviews-Satsuki-New_York_City_New_York.html,4.5,Japanese,50,50,40,null,$$$$,,This was the absolute best quality sushi I have had. The experience of eating each piece right after it was made in front of you was amazing! Expensive but definitely worth it! Service was also excellent!,null,9,0,1,0,0,13 reviews,Satsuki
1587880939-39746,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d12267006-Reviews-Satsuki-New_York_City_New_York.html,4.5,Japanese,50,50,40,null,$$$$,,"Excellent service and out of this world sushi. We tried the full omakase sushi dinner and it was worth every penny. The chef’s work was art on a plate, with every last detail taken with careful precision to deliver one of the best meals we have had. So glad we were able to experience this and a great way to celebrate being back in NYC!",null,9,0,1,0,0,13 reviews,Satsuki
1587880939-39750,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d12267006-Reviews-Satsuki-New_York_City_New_York.html,4.5,Japanese,50,50,40,null,$$$$,,"We were devastated when Sushi Zen closed last year after 30+ years. While Chef Suzuki had mentioned that he was in the process of finalizing plans for his new location, there was no mention on the website. Thankfully, Satsuki, his 10-person sushi bar in his new restaurant Suzuki, has opened. We ate there during their soft open and were one of only two parties. What a treat. Atmosphere is more upscale, but same highly personalized experience as Sushi-zen sushi bar. There is no place like this in NYC, although I haven't been to Masa. At $250 it isn't for regular dining, but that's the whole point. Hands down the best sushi in NYC.",null,9,0,1,0,0,13 reviews,Satsuki
1587880939-39733,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d12267006-Reviews-Satsuki-New_York_City_New_York.html,4.5,Japanese,50,50,40,null,$$$$,Awesome Omakase,,null,9,0,1,0,0,13 reviews,Satsuki
1587880939-39731,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d12267006-Reviews-Satsuki-New_York_City_New_York.html,4.5,Japanese,50,50,40,null,$$$$,Great experience & outstanding food!,,null,9,0,1,0,0,13 reviews,Satsuki
1587880939-39739,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d12267006-Reviews-Satsuki-New_York_City_New_York.html,4.5,Japanese,50,50,40,null,$$$$,Ambiance Not for Me,,null,9,0,1,0,0,13 reviews,Satsuki
1587880939-39738,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d12267006-Reviews-Satsuki-New_York_City_New_York.html,4.5,Japanese,50,50,40,null,$$$$,Authentic Sushi restaurant in NY,,null,9,0,1,0,0,13 reviews,Satsuki
1587880939-39737,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d12267006-Reviews-Satsuki-New_York_City_New_York.html,4.5,Japanese,50,50,40,null,$$$$,"Michelin rated Sushi, Omakase style",,null,9,0,1,0,0,13 reviews,Satsuki
1587880939-39749,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d12267006-Reviews-Satsuki-New_York_City_New_York.html,4.5,Japanese,50,50,40,null,$$$$,,"First off, food was amazing as was the service. I never really tried Sushi Zen even though I pass by it many times but this restaurant did live up to the words of people who been to Sushi Zen and love it.
The entrance is very unassuming and you might even miss it if you're not too careful. You have to take the elevator or stairs down because it's underground on the basement level. The walls are painted black and if you didn't know better, you think you're walking into a night club.
I see the bar to my left or at least some lounge area. To my right is reception and I was greeted with smiles to the sushi table. It can be quite a maze as you have to cross through the main dining area which has the same black walls and ceilings decor.
When I arrived at the sushi bar, it is your standard big wooden table with bar seats across. Usually the table would be made from fine wood but I wouldn't know. The furniture does seem to be of good quality and chairs quite comfortable. It is simple and very zen, as with most sushi bars at any reputable Japanese restaurant but something about here just seems too bare and at times I feel like I was eating at an unfinished basement. The dining area is not any better and the blackness of the walls and ceilings make it feel like backstage of an off-Broadway production.
The decor really drags down my experience. Also it felt really stuffy to always have someone in back of you and instructing you on how and what to eat. Not really a lay-back experience. But I get it, it's Omakase and that's how it works. The chef will always announce the dish and you will always have to eat it immediately or you stop his flow.
I feel this really should be a four circles rating and perhaps you should assume that since I'm a bit tired of Omakase. A jaded sushi-foodie, if you will - that's moi. Will I ever have sushi again? Maybe. But not anytime soon.",null,9,0,1,0,0,13 reviews,Satsuki
1587880939-39740,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d12267006-Reviews-Satsuki-New_York_City_New_York.html,4.5,Japanese,50,50,40,null,$$$$,Triumphant Return of Chef Suzuki,,null,9,0,1,0,0,13 reviews,Satsuki
1587880939-39745,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d12267006-Reviews-Satsuki-New_York_City_New_York.html,4.5,Japanese,50,50,40,null,$$$$,,"Focused on providing the Japanese equivalent of haute cuisine, also known as Kaiseki Ryori, Satsuki is the renowned omakase sushi bar of the Suzuki Hospitality Group. The group defines Kaiseki Ryori as “the ultimate form of Japanese fine dining experience, expressing season with seasonal dishes,” which a lot of restaurants aim yet hardly succeed to achieve. I chose Satsuki simply because I was craving sushi omakase. Like many of my friends living in NYC for a very limited time of their life, I have a list of restaurants I want to visit before I leave this city, and Satsuki was on the list. I usually find the places on Instagram, where I can see the specific location and pictures of the food and the restaurant at once, and save the captured screen on my phone. Among other several sushi omakase places on my list, I chose Satsuki specifically because when I compared the pictures of the inside of the restaurants, Satsuki seemed to be the most suitable place for solo diners: the table seatings and bar seatings are completely separated, and the entrance is far away from the bar seatings, creating a more intimate ambience between the diners and chefs. 
From a hospitality professional’s perspective, I am a hard customer to please: because of my meticulous personality added to my background as a hospitality student, I have a high, strict set of standards in terms of the quality of service I receive as well as the hospitality experience as a whole. Unlike some people who prioritize the taste of food as the absolute standard of evaluating a restaurant, I prioritize the quality of service, and then comes the taste of food. I am aware of how picky I am, so when I visit a restaurant, I try not to expect anything because I know I will not be pleased easily. My first impression of Satsuki was not different from any other ones: no matter what other people acclaimed about this restaurant, I tried not to create any perception about Satsuki. Going into the restaurant, just like I was going into many other restaurants, I was not hoping for the best experience, but I was hoping it not to be the worst experience. 
“Good evening Miss Kim,” greeted the hostess. To be honest, I was surprised. It is not hard to guess that I am the “Miss Kim” that made a reservation for one person at that time, but not a lot of people have the sense to greet me right at the moment I step my foot into the restaurant. I checked my coat and followed the hostess to my seat. The most distinctively different point of Satsuki in terms of interior design when compared to other sushi places is that Satsuki is very modern. Sushi places tend to keep the interior illumination fairly bright in an attempt to make the fish fresher and to emphasize the traditional Japanese designs and settings. On the other hand, Satsuki maintained its dark setting throughout, and the only bright place within the restaurant was the chef’s area. I had always had a stereotypical image of a Japanese restaurant, where every feature has Oriental details, and encountering the modernism that Satsuki was pursuing was quite sensational. 
The bar seating space had ten seats in total, and two of the seats were already occupied when I entered. To respect the other party’s and my privacy, I was seated at the other end of the bar. The other party seemed to be an old couple, who spoke Japanese fluently and therefore had a free conversation with the chef. I was soon welcomed by the entire staff at the restaurant, including the server and the chef, and given the choice of water and other drinks. The server came back with a cup of green tea that I had ordered, and asked to ensure my food preferences and allergies. When I was making a reservation through text message, I was asked in advance about my food preferences and dietary restrictions - that I do not like clam and uni and that I am allergic to lobster - and the menu I wanted. Satsuki had only two menus: full omakase and half omakase, of which I chose the half omakase, and the server was fully aware of my food preferences, allergies, and the menu I had chosen. These details about me are discussed between me and the restaurant prior to my visit, and I obviously expect the staff to be aware of the details every time I visit a high-end restaurant. However, some restaurants fail to meet my expectations in understanding those details - Satsuki was not one of them. 
The most unique component of an omakase menu is that everything, except for miso soup, is directly served by the chef at the bar, not by the server, and at the time of serving, the chef explains the type of fish, other ingredients used, and how to eat it. As soon as the server brought me my green tea, the chef showed me the fish that were prepared for the day, the freshness and sanitation of which left me speechless. The chef surely showed his knowledge about what he was serving, and in the course of discussing what would best substitute the clam- and uni-based dishes, the ones I specified as my un-likes, he came up with different suggestions based on the day’s freshest fish. His professionalism impressed me, and the consequent confidence added even more taste to the already-delicious sushi. Throughout the whole time, the server came close to me to make sure that my cup is not empty, and every time he saw it was empty, he asked if I wanted it to be refilled. Lastly, by observing the way I dine, the chef noticed that I do not tend to have a personal conversation with anyone other than exchange of information about the food, so he respected my privacy and left me alone, which I appreciated very much. Only towards the very end, he asked where I was from, at what other sushi places in NYC I had ever dined, and how I thought of Satsuki. 
The only minor issue issue I had while I was dining was that the chair I was sitting on was slightly shaking. I noticed that after I started eating, so I decided not to bring it up until I was done eating everything. On my way out, the hostess, handing me back my coat, asked if there was anything they could do to improve, and I finally told her about the shaking chair. After listening, she apologized and promised that the next time I come back, I would not have the same problem. Nonetheless, I was already at an ecstatic state from an amazing meal, so I was not thinking that much about the shaking chair - if the service and food had been bad, I would have made a big deal out of it. 
Having lived in the tristate area for ten years, I visited a myriad of restaurants, and as my personal interest in hospitality grew over time, the focus narrowed down to high-end restaurants. Due to my particularity with service quality and taste as mentioned earlier, I hardly recommend restaurants in New York City to anyone, because nothing really comes to my mind instantly. After my experience at Satsuki, however, Satsuki has established itself as the number one restaurant in my mind. I do not enjoy posting pictures of food or restaurant on Instagram, but I uploaded pictures of the sushi, the interior design, and even the bathroom of Satsuki, because I was that impressed. I truly wish more people visited Satsuki and experienced the state-of-art hospitality. And sushi, too, of course.",null,9,0,1,0,0,13 reviews,Satsuki
1587880939-39734,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d12267006-Reviews-Satsuki-New_York_City_New_York.html,4.5,Japanese,50,50,40,null,$$$$,Amazing!,,null,9,0,1,0,0,13 reviews,Satsuki
1587880964-39759,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d15074049-Reviews-Sushi_Noz-New_York_City_New_York.html,5,Sushi,50,50,45,null,$$$$,Amazing real taste of Japan,,null,8,1,0,0,0,9 reviews,Sushi Noz
1587880964-39766,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d15074049-Reviews-Sushi_Noz-New_York_City_New_York.html,5,Sushi,50,50,45,null,$$$$,,"Sushi Noz is amazing. Period. So during my 10 days visit to NYC, I have visited 5 sushi restaurants. And Sushi Noz turned out to be the best among them. We were dined at the newly opened ash room and totally wow-ed by the experience. Could not wait to try to dine at their main dining room. Yes it was expensive, but trust me it worth every penny. Shortly after our visit I learned that they got their first michelin star. Truly deserved it!",null,8,1,0,0,0,9 reviews,Sushi Noz
1587880964-39752,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d15074049-Reviews-Sushi_Noz-New_York_City_New_York.html,5,Sushi,50,50,45,null,$$$$,Excellent Dining Experience,,null,8,1,0,0,0,9 reviews,Sushi Noz
1587880964-39758,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d15074049-Reviews-Sushi_Noz-New_York_City_New_York.html,5,Sushi,50,50,45,null,$$$$,Superlative dining experience,,null,8,1,0,0,0,9 reviews,Sushi Noz
1587880964-39767,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d15074049-Reviews-Sushi_Noz-New_York_City_New_York.html,5,Sushi,50,50,45,null,$$$$,,"Sushi Noz is the epitome of fine dining -- where you experience the finesse of Japanese edomae omakase in an ambiance that's an aesthetic gem, so wherever you look is delightful to behold. 
Chef Noz is a master of his craft and goes out of his way to create a progression of courses that wow you. He does this with gestural moves reminiscent of a sumi ink painter, with the superlative quality of ingredients, and the dishes he creates.
The best experience at Sushi Noz requires recognizing that it's a temple. The chef is there to please, in the spirit of Japanese omotenashi hospitality. We need to be respectful too. Reciprocally assuming a quiet attentiveness is how to fully experience what you eat. You leave intensely satisfied.",null,8,1,0,0,0,9 reviews,Sushi Noz
1587880964-39755,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d15074049-Reviews-Sushi_Noz-New_York_City_New_York.html,5,Sushi,50,50,45,null,$$$$,Amazing Chef,,null,8,1,0,0,0,9 reviews,Sushi Noz
1587880964-39770,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d15074049-Reviews-Sushi_Noz-New_York_City_New_York.html,5,Sushi,50,50,45,null,$$$$,,"Sushi Noz was by far our favorite meal during a recent trip to NYC. The service was extremely friendly and welcoming. The restaurant itself is beautiful and feels like you've stepped into a different world. We sat in the Ash Room, which was extremely intimate....More",null,8,1,0,0,0,9 reviews,Sushi Noz
1587880964-39763,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d15074049-Reviews-Sushi_Noz-New_York_City_New_York.html,5,Sushi,50,50,45,null,$$$$,,"I've been to every good sushi place in New York. I would say for the last few years Sushi Amane has been the undisputed champ, now that honor must go to Sushi Noz. It's a lot closer to Amane than Amane is to the 3rd best, but Noz definitely takes the cake. 
The otsumami alone had me speechless, and I couldn't believe how many flavors and feelings had been unpacked just with the first few dishes. The sommelier is a real gem and knows his stuff, and Chef Noz and everyone there clearly takes their job very seriously, and passionately. The service is phenomenal and they will be on you whenever your glass gets low or your napkin needs refreshing. 
Chef Noz is so creative and there are plenty of wood-fired and charcoaled pieces which just round out the experience. The aged fish is also sublime of course, and really brings the traditional edomae sushi experience to the next level. 
Honestly, you would think you were in Tokyo the whole time at Sushi Noz - and it's on par with some of the best sushi chefs I've dined with in Tokyo. It's that good. Bravo.
10/10",null,8,1,0,0,0,9 reviews,Sushi Noz
1587880964-39761,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d15074049-Reviews-Sushi_Noz-New_York_City_New_York.html,5,Sushi,50,50,45,null,$$$$,,"Sushi Noz was by far our favorite meal during a recent trip to NYC. The service was extremely friendly and welcoming. The restaurant itself is beautiful and feels like you've stepped into a different world. We sat in the Ash Room, which was extremely intimate. There are six diners total in the room during a seating and the chef prepares all aspects of the food directly in front of you, while taking the time to explain what you are eating and answering any questions. This was truly an amazing experience and I would eat here again any time!",null,8,1,0,0,0,9 reviews,Sushi Noz
1587880964-39756,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d15074049-Reviews-Sushi_Noz-New_York_City_New_York.html,5,Sushi,50,50,45,null,$$$$,Food is Superb,,null,8,1,0,0,0,9 reviews,Sushi Noz
1587880964-39757,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d15074049-Reviews-Sushi_Noz-New_York_City_New_York.html,5,Sushi,50,50,45,null,$$$$,The best omakase ever!,,null,8,1,0,0,0,9 reviews,Sushi Noz
1587880964-39754,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d15074049-Reviews-Sushi_Noz-New_York_City_New_York.html,5,Sushi,50,50,45,null,$$$$,The Next Heavyweight Champ in New York,,null,8,1,0,0,0,9 reviews,Sushi Noz
1587880964-39768,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d15074049-Reviews-Sushi_Noz-New_York_City_New_York.html,5,Sushi,50,50,45,null,$$$$,,"This is a small Japanese restaurant in the heart of New York.
My friend invited me there when I was in New York in July.
This is like You visited to one of Your friends in one of province in Japan.
Chef Noz brought to New York real atmosphere of Japanese province and taste of real Japanese cuisine.
Every dish and every sushi has his unique taste and technique of preparation.
You will enjoy every detail of restaurant beginning from service, décor, taste of food and sake, atmosphere and of course great performance of Chef Noz.
Thank You Chef Noz !!!",null,8,1,0,0,0,9 reviews,Sushi Noz
1587880964-39760,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d15074049-Reviews-Sushi_Noz-New_York_City_New_York.html,5,Sushi,50,50,45,null,$$$$,One of the best in NY,,null,8,1,0,0,0,9 reviews,Sushi Noz
1587880964-39764,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d15074049-Reviews-Sushi_Noz-New_York_City_New_York.html,5,Sushi,50,50,45,null,$$$$,,"We had to reserve quite a long time in advance. They accepted only 8 persons at a time. 2 rounds per day at 6pm and 9pm. This restaurant got one Michelin star.
We came a bit early. The staff brought us to the counter table. Chef Nozomu came after all 8 guests were seated. 
The menu would change everyday depending on what ingredients the chef found each day.
He prepared food right in front of us. It was like watching a show. Each bite was delicious. We saw how skillful the chef was. He was a nice and good looking chef too.",null,8,1,0,0,0,9 reviews,Sushi Noz
1587880964-39765,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d15074049-Reviews-Sushi_Noz-New_York_City_New_York.html,5,Sushi,50,50,45,null,$$$$,,"I found this restaurant listed at the the top for Omakase in NYC on a website and so decided to check it out and it did not disappoint.
You will be charged $300 and change immediately upon making the reservation. This seems weird but then most of these restaurants due to their limited seating will charge your card if you’re a no-show.
From the outside, the architecture is quite traditional. As you go in, you’ll be greeted by greeters in Kimonos and depending on where you sit, the room will look quite traditional and if I didn’t know better, I would think I’m in Japan. It’s quite a transformative experience, that’s for sure, and everything including the food is quite authentic.
However for me, traditional also means really uncomfortable chairs. They had cushions but it didn’t help much as they are quite thin and the chairs quite solid wood. Dining for over two hours in an uncomfortable chair is not really fine dining to me. There is also no music playing in the background so very quiet. You end up hearing other ppl talking though most ppl that night were pretty quiet and so it was a quiet room with a few ppl. I counted around eight chairs.
Once the chef and his assistant comes out, they bow to the customers before starting their master crafted menu. I was fortunate to get Chef Noz himself so quite a special occasion. He seems quite pleasant and courteous but will not hesitate to tell you if you’re eating his sushi the wrong way.
There are good theatrics like showing us this huge bowl of rice and mixing it with soy sauce or showing us a huge piece of Toro or bringing this huge grill out. Definitely, more entertaining than most Omakases but as you eat the food, you realized it’s not just show and this food is amazingly good unlike your local Benihana.

There is a good mix of cooked food and sushi though most of the menu will be sushi. Where other fine Omakases try to experiment by being different, here, the chef just do and does it right. It simply works and is not different for the sake of being different. Dishes like baby octopus on top of diced baby octopus is quite tasty or Toro over riced throughly mixed with Uni. This worked better than a similar dish I had elsewhere where they just served pieces of Toro and Uni over a bowl of rice. The chef here knows what he is doing and all the dishes work. There were no misses as far as I’m concerned.

Service is as you would expect and quite efficient. If you don’t do drink pairing and keep the drinks reasonable, the bill will be what was charged initially with a few dollars more, otherwise expect a large total. There is no tip so that’s always a good thing. Given the quality of food, it’s not overly expensive and I was full afterwards though I couldn’t resist getting ramen nearby since it’s close by to a really good ramen place.

I might come back in the summer to see how the menu changed.",null,8,1,0,0,0,9 reviews,Sushi Noz
1587880964-39769,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d15074049-Reviews-Sushi_Noz-New_York_City_New_York.html,5,Sushi,50,50,45,null,$$$$,,"There are only a handful of true sushiyas in New York City (if at all) and have nothing but praise for the young chef Nozomu. 

One of the best sourced with fish flown in from Japan including the most sort after uni on the planet, Hadate uni. 

Binchotan charcoal to sear your toro, no blowtorches here folks. Kudos to bringing true sushi artistry to NYC.",null,8,1,0,0,0,9 reviews,Sushi Noz
1587880964-39762,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d15074049-Reviews-Sushi_Noz-New_York_City_New_York.html,5,Sushi,50,50,45,null,$$$$,,"A delightful retreat into the universe of exquisite nigiri. Located next to Harbs in the Upper East Side, Noz brings out the elegance of nigiri art. Perhaps the hardest repertoire to confect in culinary history, chef Abe masterfully creates a sequence of nigiri portents, crafted and presented from his hands to you. My favorite highlight was without doubt the chu-toro (I am a toro fanatic). Prepare to spend an hour and a half- and be amazed by the nigiri tour de force. The chef himself will greet you upon departure- how gracious! Thank you Nozomu Abe and hopefully til soon.",null,8,1,0,0,0,9 reviews,Sushi Noz
1587880964-39753,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d15074049-Reviews-Sushi_Noz-New_York_City_New_York.html,5,Sushi,50,50,45,null,$$$$,Authentic taste of Japan: Pure Ecstasy!,,null,8,1,0,0,0,9 reviews,Sushi Noz
1587880984-39784,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d6592927-Reviews-ZZ_s_Clam_Bar-New_York_City_New_York.html,4.5,Seafood,50,50,40,null,$$$$,,"The cocktails at ZZ’s are top notch. They are cleaverly crafted by Garrett behind the bar who must start his day pretty early since he mixes his own drink bases, one mix for each cocktail creation, from scratch. ZZ’s has a nice collection of good rums, to their credit, I saw none of the “standard issue rums” that make everything taste the same. The result is a well balanced and flavorful cocktail that is incredibly good. Pair this with ambience of this small bar and you have a pretty unique find in New York City. ZZ’s is a find, a bar in our experience twice as good and more comfortable than the snooty fancy hotel bars (with the lousy standard issue rums) or the so-called “ranked 3rd best in the world bar” where everybody stood around because there was no place to sit. We’ll take cleaver & quaint over marketing mumbo jumbo every time. Go to ZZ’s!",null,8,1,0,0,1,12 reviews,ZZ’s Clam Bar
1587880984-39772,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d6592927-Reviews-ZZ_s_Clam_Bar-New_York_City_New_York.html,4.5,Seafood,50,50,40,null,$$$$,What a find,,null,8,1,0,0,1,12 reviews,ZZ’s Clam Bar
1587880984-39786,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d6592927-Reviews-ZZ_s_Clam_Bar-New_York_City_New_York.html,4.5,Seafood,50,50,40,null,$$$$,,"Awesome little bar.  Loved how quaint and intimate it is.  The bartender handled his drinks like a work of art.  I'm sadly not big on seafood, but we ended up ordering food from Carbone next door and it was an evening I will never forget!",null,8,1,0,0,1,12 reviews,ZZ’s Clam Bar
1587880984-39785,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d6592927-Reviews-ZZ_s_Clam_Bar-New_York_City_New_York.html,4.5,Seafood,50,50,40,null,$$$$,,"From the outside the place doesn't look like anything. You basically just see a bouncer. As soon as you get inside it's completely different. The place is small and cozy with a great bar. We ended up staying for hours trying out different drinks (which are all served in interesting ways) and the food, which is incredible tasty. Such an amazing experience!",null,8,1,0,0,1,12 reviews,ZZ’s Clam Bar
1587880984-39776,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d6592927-Reviews-ZZ_s_Clam_Bar-New_York_City_New_York.html,4.5,Seafood,50,50,40,null,$$$$,Great drinks!,,null,8,1,0,0,1,12 reviews,ZZ’s Clam Bar
1587880984-39779,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d6592927-Reviews-ZZ_s_Clam_Bar-New_York_City_New_York.html,4.5,Seafood,50,50,40,null,$$$$,Very interesting!,,null,8,1,0,0,1,12 reviews,ZZ’s Clam Bar
1587880984-39771,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d6592927-Reviews-ZZ_s_Clam_Bar-New_York_City_New_York.html,4.5,Seafood,50,50,40,null,$$$$,Hidden gem,,null,8,1,0,0,1,12 reviews,ZZ’s Clam Bar
1587880984-39790,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d6592927-Reviews-ZZ_s_Clam_Bar-New_York_City_New_York.html,4.5,Seafood,50,50,40,null,$$$$,,"I went to this restaurant with high expectations. The restaurant is very cozy and the four tables offer an exclusive environment.
Wine variety limited as it is mainly a cocktail bar, the food that I tried was good until the OWNER came to the restaurant with two more friends.
They were extremely loud and terribly rude to the other two tables and us. Half way our meal they wanted to START SMOKING when the other two couples had expressed their disapproval. As a person that firmly believes in NYC I reminded the owner that it was forbidden by NYC law, he said that he did not mind and that he 'knew' people at the NYPD... I could not believe what I as listening! 
He got very defensive and a bit aggressive, he was trying to ""buy"" us with free dinner so he could smoke!! A complete lack of respect to the food, wine, patrons and chefs!! We continued the argument until I said, we are leaving, at that very moment, in defiance, he lighted up the cigarette!! I could not believe it!!
One of his friends said, ""oh, it must be because it's expensive for them (meaning us)"" I was perplexed! 
What if... this was the case? If I had put all my savings to visit this place? The disappointment would have being even more disastrous...
I was informed that he (the owner) often does this, behavior wise, and also forces his employees to stay until 5 am and they have to breath the smoke... Can you imagine?
Please do not go and support the nepotism of this restaurant owner, this is New York and the options on responsible social owners are a lot!",null,8,1,0,0,1,12 reviews,ZZ’s Clam Bar
1587880984-39774,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d6592927-Reviews-ZZ_s_Clam_Bar-New_York_City_New_York.html,4.5,Seafood,50,50,40,null,$$$$,A Clever & Quaint Bar,,null,8,1,0,0,1,12 reviews,ZZ’s Clam Bar
1587880984-39788,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d6592927-Reviews-ZZ_s_Clam_Bar-New_York_City_New_York.html,4.5,Seafood,50,50,40,null,$$$$,,"The bouncer-type that checked me at the door had me wondering what I was getting myself into... but once inside I fell in love. The intimate dining room seats about 15 and the artisanal bar is the focal point here. The menu is small but focused. I loved everything, particularly the uni on toast. Did I mention the uni on toast?? My only caveat is its not inexpensive.. we were a party of 2, one round of cocktails, with 5 tapatizer dishes, the bill came too over $225 and... I was full but.. I could've eaten more. But its been a few weeks since I have dined there and I still think about it. Such is love...",null,8,1,0,0,1,12 reviews,ZZ’s Clam Bar
1587880984-39775,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d6592927-Reviews-ZZ_s_Clam_Bar-New_York_City_New_York.html,4.5,Seafood,50,50,40,null,$$$$,Just incredible!,,null,8,1,0,0,1,12 reviews,ZZ’s Clam Bar
1587880984-39781,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d6592927-Reviews-ZZ_s_Clam_Bar-New_York_City_New_York.html,4.5,Seafood,50,50,40,null,$$$$,,"Fantastic cocktails and amazing food. Certainly not cheap, but absolutely worth it. Great atmosphere and background music. Just brace yourself for coping with the ‘attitude’.",null,8,1,0,0,1,12 reviews,ZZ’s Clam Bar
1587880984-39783,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d6592927-Reviews-ZZ_s_Clam_Bar-New_York_City_New_York.html,4.5,Seafood,50,50,40,null,$$$$,,"Went here with friends who are NYC locals and in the industry so we got red carpet treatment. The cocktails are based on a single flavor, ie: peanut butter, basil, pistachio, coconut, pineapple, etc....I started off with peanut butter, which wasn't what you'd expect it to be, but it did have just enough of a PB essence to be worthy of the name. Then I switched over to coconut which is served in...a coconut. Both drinks were very good. For snacks we were given clams to start -- hands down the best clams ever. Then we ordered the raw oysters -- best oysters I've ever eaten. You notice a trend here? The tuna toasts are also amazing -- mmmmmaybe not the best tuna tartar I've ever had but easily top 3. And to top it all off the lobster w/ avacado was the perfect finish to our pre-dinner snacks. It was the perfect beginning to what was an awesome night out with friends in the city. Make it yours too.",null,8,1,0,0,1,12 reviews,ZZ’s Clam Bar
1587880984-39780,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d6592927-Reviews-ZZ_s_Clam_Bar-New_York_City_New_York.html,4.5,Seafood,50,50,40,null,$$$$,Pls read - nepotistic owner - DON'T GO,,null,8,1,0,0,1,12 reviews,ZZ’s Clam Bar
1587880984-39789,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d6592927-Reviews-ZZ_s_Clam_Bar-New_York_City_New_York.html,4.5,Seafood,50,50,40,null,$$$$,,"My wife and I decided to stop in before we had dinner at Jane. I thought I read on one of the review sites that this was a two $ sign restaurant...I was wrong! We walked here from our hotel and were on the street that ZZ's was on but couldn't find it. Then I look to my left, see a small sign, and a guy in a black suit. I start to walk in and he asks if we have reservations...I say no...he says are we having dinner? I say no, just a drink...he says hold on a minute. He goes inside and comes back out and states that we can come in but only for 45 minutes as they are expecting reservations to start coming in. We can't resist so we head in. The hostess/waitress seats us at the table top counter along the wall. The place is dark (which I like!), and its us and about 12 other people. It only holds that many. We look over the drink menu (all $20!) and put our order in. The waitress is very attentive. She brings us over a little appy and then our cocktails arrive. Wow. Were they good. They were poured in a pepper. Never have I had something like this. We had the oysters too. If you want to impress someone, i.e. spouse, significant other, take them here. I'm tired of writing. I will go back. But it is expensive.",null,8,1,0,0,1,12 reviews,ZZ’s Clam Bar
